Feature,Importance
pl_orbper,0.2651592286380105
st_rad,0.20428269496973817
st_mass,0.20039528231193432
st_teff,0.141121564109415
sy_dist,0.06451004579793691
pl_bmasse,0.05499874274072345
pl_orbeccen,0.042144947469888165
st_met,0.02738749396235345
