Feature,Importance
pl_insol,0.346625120862486
pl_eqt,0.31528446078334865
st_rad,0.13142107078754217
st_mass,0.07046518146227382
pl_rade,0.050743969935973764
pl_orbper,0.03709526540770892
st_teff,0.0324466119629504
sy_dist,0.007613243377018774
pl_bmasse,0.005642692524473069
st_met,0.0019553576733587646
pl_orbeccen,0.0007070252228658691
